"","participant","sex","age","music_yrs","block","trial_n","stim","stim_idx","trial_rep_n","resp","RT","dB_ratio"
"296","2802","f",20,9,2,6,"yl11.wav",11,1,1,1.912,"60"
"306","2802","f",20,9,2,7,"yl7.wav",7,1,1,1.88,"12"
"3110","2802","f",20,9,2,8,"yl1.wav",1,1,1,3.402,"-60"
"326","2802","f",20,9,2,9,"yl4.wav",4,1,1,1.723,"-24"
"336","2802","f",20,9,2,10,"yl2.wav",2,1,1,1.212,"-48"
"346","2802","f",20,9,2,11,"yl10.wav",10,1,1,3.071,"48"
"356","2802","f",20,9,2,12,"yl9.wav",9,2,1,3.632,"36"
"366","2802","f",20,9,2,13,"yl6.wav",6,2,1,7.73,"0"
"376","2802","f",20,9,2,14,"yl11.wav",11,2,1,4.839,"60"
"386","2802","f",20,9,2,15,"yl10.wav",10,2,1,2.854,"48"
"396","2802","f",20,9,2,16,"yl3.wav",3,2,1,5.019,"-36"
"406","2802","f",20,9,2,17,"yl7.wav",7,2,1,2.853,"12"
"4110","2802","f",20,9,2,18,"yl5.wav",5,2,1,3.312,"-12"
"426","2802","f",20,9,2,19,"yl1.wav",1,2,1,4.483,"-60"
"436","2802","f",20,9,2,20,"yl8.wav",8,2,1,3.146,"24"
"446","2802","f",20,9,2,21,"yl4.wav",4,2,1,4.297,"-24"
"456","2802","f",20,9,2,22,"yl2.wav",2,2,1,9.379,"-48"
"476","2802","f",20,9,3,1,"yl3.wav",3,1,1,10.255,"-36"
"486","2802","f",20,9,3,2,"yl9.wav",9,1,1,4.635,"36"
"496","2802","f",20,9,3,3,"yl7.wav",7,1,1,4.354,"12"
"506","2802","f",20,9,3,4,"yl6.wav",6,1,1,3.143,"0"
"5110","2802","f",20,9,3,5,"yl8.wav",8,1,1,4.697,"24"
"526","2802","f",20,9,3,6,"yl11.wav",11,1,1,6.245,"60"
"536","2802","f",20,9,3,7,"yl4.wav",4,1,1,2.98,"-24"
"546","2802","f",20,9,3,8,"yl10.wav",10,1,1,2.745,"48"
"556","2802","f",20,9,3,9,"yl5.wav",5,1,1,2.296,"-12"
"566","2802","f",20,9,3,10,"yl2.wav",2,1,1,1.386,"-48"
"576","2802","f",20,9,3,11,"yl1.wav",1,1,1,1.22,"-60"
"586","2802","f",20,9,3,12,"yl1.wav",1,2,1,2.451,"-60"
"596","2802","f",20,9,3,13,"yl6.wav",6,2,1,8.039,"0"
"606","2802","f",20,9,3,14,"yl5.wav",5,2,1,2.798,"-12"
"6110","2802","f",20,9,3,15,"yl8.wav",8,2,1,2.353,"24"
"626","2802","f",20,9,3,16,"yl3.wav",3,2,1,2.837,"-36"
"636","2802","f",20,9,3,17,"yl10.wav",10,2,1,2.211,"48"
"646","2802","f",20,9,3,18,"yl7.wav",7,2,1,1.329,"12"
"656","2802","f",20,9,3,19,"yl9.wav",9,2,1,1.096,"36"
"665","2802","f",20,9,3,20,"yl4.wav",4,2,1,1.512,"-24"
"675","2802","f",20,9,3,21,"yl11.wav",11,2,1,1.731,"60"
"685","2802","f",20,9,3,22,"yl2.wav",2,2,1,1.354,"-48"
