report.response,report.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audio,participant,sex,age,years musical experience,date,expName,psychopyVersion,OS,frameRate,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
1.96979173,2.2518,0,8,8,9,1,yl10.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.028125008,2.1235,0,9,9,5,1,yl6.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.028125008,1.4532,0,10,10,2,1,yl3.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.028125008,1.3811,1,0,11,1,1,yl2.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.992708365,2.5848,1,1,12,6,1,yl7.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.029166659,2.1427,1,2,13,0,1,yl1.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.029166659,1.453,1,3,14,3,1,yl4.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.972916762,2.2076,1,4,15,7,1,yl8.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.972916762,1.4855,1,5,16,8,1,yl9.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.013541659,2.2189,1,6,17,5,1,yl6.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.013541659,1.4743,1,7,18,4,1,yl5.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.013541659,1.3702,1,8,19,2,1,yl3.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.997916698,2.2021,1,9,20,10,1,yl11.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
1.997916698,1.6766,1,10,21,9,1,yl10.wav,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,,,,,
,,,,,,,,1701,f,20,0,2021-10-22_21h42.51.013,yanny-laurel,2021.2.3,Win32,60.98676587,2,0,2,0,1
