report.response,report.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audio,participant,sex,age,years musical experience,date,expName,psychopyVersion,OS,frameRate,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
2,1.8252,1,2,13,6,1,yl7.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.031863064,1.4962,1,3,14,1,1,yl2.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.031863064,1.0439,1,4,15,0,1,yl1.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
2,1.5137,1,5,16,7,1,yl8.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
2,1.242,1,6,17,8,1,yl9.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.009982639,2.5919,1,7,18,4,1,yl5.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.994080946,1.614,1,8,19,9,1,yl10.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1,1.5228,1,9,20,3,1,yl4.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.979313151,1.5597,1,10,21,10,1,yl11.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
,,,,,,,,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,1,0,1,0,1
1.026133898,1.5708,0,0,0,0,1,yl1.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.995849609,1.4593,0,1,1,6,1,yl7.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.995849609,0.9615,0,2,2,10,1,yl11.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1,1.411,0,3,3,3,1,yl4.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.998806424,1.5932,0,4,4,9,1,yl10.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1,1.5597,0,5,5,1,1,yl2.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.001763238,1.1797,0,6,6,5,1,yl6.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.974403212,1.5629,0,7,7,8,1,yl9.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.010416667,1.9589,0,8,8,2,1,yl3.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.010416667,16.7559,0,9,9,4,1,yl5.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
2,1.6172,0,10,10,7,1,yl8.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
2,1.2639,1,0,11,8,1,yl9.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.01578776,1.633,1,1,12,1,1,yl2.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
2,1.7259,1,2,13,7,1,yl8.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1,1.4413,1,3,14,0,1,yl1.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1,1.0896,1,4,15,3,1,yl4.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.996565755,1.7947,1,5,16,6,1,yl7.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.996565755,1.1429,1,6,17,9,1,yl10.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
1.996565755,1.0109,1,7,18,10,1,yl11.wav,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,,,,,
,,,,,,,,2,f,28,7,2021-10-21_11h53.02.589,yanny-laurel,2021.2.3,MacIntel,60.0024001,2,0,2,0,1
