report.response,report.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audio,participant,sex,age,years musical experience,date,expName,psychopyVersion,OS,frameRate,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
1.951754386,2.406,1,4,15,5,1,yl6.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
2,1.881,1,5,16,7,1,yl8.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.940789474,2.014,1,6,17,6,1,yl7.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1,2.05,1,7,18,1,1,yl2.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1,1.337,1,8,19,2,1,yl3.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.958333333,2.273,1,9,20,8,1,yl9.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.958333333,1.42,1,10,21,9,1,yl10.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
,,,,,,,,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,1,0,1,0,1
1.027412281,2.03,0,0,0,3,1,yl4.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.918859649,1.985,0,1,1,6,1,yl7.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.005482456,1.548,0,2,2,1,1,yl2.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.010964912,2.179,0,3,3,5,1,yl6.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.010964912,1.414,0,4,4,2,1,yl3.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.010964912,1.623,0,5,5,4,1,yl5.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
2,2.109,0,6,6,10,1,yl11.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
2,1.362,0,7,7,8,1,yl9.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
2,1.317,0,8,8,9,1,yl10.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
2,1.462,0,9,9,7,1,yl8.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.018640351,1.807,0,10,10,0,1,yl1.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.018640351,1.316,1,0,11,1,1,yl2.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.018640351,1.59,1,1,12,4,1,yl5.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.018640351,1.399,1,2,13,3,1,yl4.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.018640351,2.564,1,3,14,5,1,yl6.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.992324561,1.917,1,4,15,9,1,yl10.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.032894737,1.946,1,5,16,2,1,yl3.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.947368421,1.789,1,6,17,6,1,yl7.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.947368421,1.367,1,7,18,7,1,yl8.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.947368421,1.43,1,8,19,8,1,yl9.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.038377193,1.859,1,9,20,0,1,yl1.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
1.921052632,2.021,1,10,21,10,1,yl11.wav,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,,,,,
,,,,,,,,1101,f,21,3,2021-10-21_22h46.25.842,yanny-laurel,2021.2.3,Win32,59.95203837,2,0,2,0,1
