report.response,report.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audio,participant,sex,age,years musical experience,date,expName,psychopyVersion,OS,frameRate,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
2,10.707,0,0,0,7,1,yl8.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,10.48,0,1,1,4,1,yl5.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,5.787,0,2,2,5,1,yl6.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,4.679,0,3,3,9,1,yl10.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,4.829,0,4,4,2,1,yl3.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,10.718,0,5,5,10,1,yl11.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2,0,6,6,1,1,yl2.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,6.506,0,7,7,8,1,yl9.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.096,0,8,8,0,1,yl1.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.595,0,9,9,3,1,yl4.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,6.312,0,10,10,6,1,yl7.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,4.404,1,0,11,9,1,yl10.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.969,1,1,12,6,1,yl7.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.24,1,2,13,8,1,yl9.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.536,1,3,14,2,1,yl3.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.168,1,4,15,0,1,yl1.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,4.697,1,5,16,1,1,yl2.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.854,1,6,17,4,1,yl5.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.871,1,7,18,10,1,yl11.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.537,1,8,19,3,1,yl4.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.338,1,9,20,5,1,yl6.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.145,1,10,21,7,1,yl8.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
,,,,,,,,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,0,0,0,0,1
2,4.061,0,0,0,7,1,yl8.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.922,0,1,1,2,1,yl3.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,6.889,0,2,2,8,1,yl9.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.998,0,3,3,5,1,yl6.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,6.124,0,4,4,4,1,yl5.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.212,0,5,5,10,1,yl11.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.18,0,6,6,6,1,yl7.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.702,0,7,7,0,1,yl1.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.023,0,8,8,3,1,yl4.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,1.512,0,9,9,1,1,yl2.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.371,0,10,10,9,1,yl10.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.932,1,0,11,8,1,yl9.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,8.03,1,1,12,5,1,yl6.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,5.139,1,2,13,10,1,yl11.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.154,1,3,14,9,1,yl10.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,5.319,1,4,15,2,1,yl3.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.153,1,5,16,6,1,yl7.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.612,1,6,17,4,1,yl5.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,4.783,1,7,18,0,1,yl1.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.446,1,8,19,7,1,yl8.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,4.597,1,9,20,3,1,yl4.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,9.679,1,10,21,1,1,yl2.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
,,,,,,,,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,1,0,1,0,1
2,10.555,0,0,0,2,1,yl3.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,4.935,0,1,1,8,1,yl9.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,4.654,0,2,2,6,1,yl7.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.443,0,3,3,5,1,yl6.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,4.997,0,4,4,7,1,yl8.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,6.545,0,5,5,10,1,yl11.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.28,0,6,6,3,1,yl4.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.045,0,7,7,9,1,yl10.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.596,0,8,8,4,1,yl5.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,1.686,0,9,9,1,1,yl2.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,1.52,0,10,10,0,1,yl1.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.751,1,0,11,0,1,yl1.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,8.339,1,1,12,5,1,yl6.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.098,1,2,13,4,1,yl5.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.653,1,3,14,7,1,yl8.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,3.137,1,4,15,2,1,yl3.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.511,1,5,16,9,1,yl10.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,1.629,1,6,17,6,1,yl7.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,1.396,1,7,18,8,1,yl9.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,1.812,1,8,19,3,1,yl4.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,2.031,1,9,20,10,1,yl11.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
2,1.654,1,10,21,1,1,yl2.wav,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,,,,,
,,,,,,,,2802,f,20,9,2021-10-22_11h57.25.892,yanny-laurel,2021.2.3,MacIntel,40,2,0,2,0,1
