report.response,report.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,audio,participant,sex,age,years musical experience,date,expName,psychopyVersion,OS,frameRate,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
1.973958333,1.9139,1,3,14,9,1,yl10.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.025000016,1.5679,1,4,15,0,1,yl1.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.025000016,1.5553,1,5,16,3,1,yl4.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
2,1.7718,1,6,17,4,1,yl5.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
2,2.2181,1,7,18,7,1,yl8.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
2,1.9345,1,8,19,6,1,yl7.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1,1.9108,1,9,20,2,1,yl3.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.944791635,2.416,1,10,21,10,1,yl11.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
,,,,,,,,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,1,0,1,0,1
1.005208333,2.2446,0,0,0,4,1,yl5.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.015625,1.4859,0,1,1,1,1,yl2.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.991666635,1.6346,0,2,2,6,1,yl7.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.98541673,1.538,0,3,3,7,1,yl8.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1,1.5917,0,4,4,3,1,yl4.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
2,1.781,0,5,5,9,1,yl10.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.980208397,1.9404,0,6,6,10,1,yl11.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1,2.1864,0,7,7,0,1,yl1.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
2,2.0399,0,8,8,5,1,yl6.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.052083333,1.785,0,9,9,2,1,yl3.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
2,1.7195,0,10,10,8,1,yl9.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1,1.6076,1,0,11,4,1,yl5.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
2,1.8049,1,1,12,10,1,yl11.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1,1.7224,1,2,13,0,1,yl1.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.970833302,1.7915,1,3,14,9,1,yl10.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.987500032,2.0954,1,4,15,5,1,yl6.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1,1.684,1,5,16,3,1,yl4.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
2,1.6062,1,6,17,8,1,yl9.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.963541667,1.8597,1,7,18,7,1,yl8.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1,1.7215,1,8,19,1,1,yl2.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1,1.7981,1,9,20,2,1,yl3.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
1.972916762,1.7988,1,10,21,6,1,yl7.wav,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,,,,,
,,,,,,,,1412,m,19,1,2021-10-22_10h57.26.920,yanny-laurel,2021.2.3,Win32,59.99880002,2,0,2,0,1
